-4.687500e+00 -4.687500e+00 9.893790e-51 7.243147e-49
-4.375000e+00 -4.687500e+00 3.228293e-50 2.918231e-48
-4.062500e+00 -4.687500e+00 4.685410e-48 5.880046e-48
-3.750000e+00 -4.687500e+00 2.309731e-46 3.679878e-46
-3.437500e+00 -4.687500e+00 3.987105e-45 5.596393e-45
-3.125000e+00 -4.687500e+00 4.495244e-44 5.765054e-44
-2.812500e+00 -4.687500e+00 3.262288e-43 3.973468e-43
-2.500000e+00 -4.687500e+00 1.540191e-42 1.812160e-42
-2.187500e+00 -4.687500e+00 4.948876e-42 5.715302e-42
-1.875000e+00 -4.687500e+00 1.124299e-41 1.286272e-41
-1.562500e+00 -4.687500e+00 1.869161e-41 2.120369e-41
-1.250000e+00 -4.687500e+00 2.367694e-41 2.671949e-41
-9.375000e-01 -4.687500e+00 2.392940e-41 2.704076e-41
-6.250000e-01 -4.687500e+00 2.050162e-41 2.324860e-41
-3.125000e-01 -4.687500e+00 1.612038e-41 1.824486e-41
0.000000e+00 -4.687500e+00 1.246810e-41 1.404732e-41
3.125000e-01 -4.687500e+00 9.743192e-42 1.097610e-41
6.250000e-01 -4.687500e+00 7.763621e-42 8.759234e-42
9.375000e-01 -4.687500e+00 6.493585e-42 7.301842e-42
1.250000e+00 -4.687500e+00 5.667368e-42 6.376340e-42
1.562500e+00 -4.687500e+00 4.595543e-42 5.219673e-42
1.875000e+00 -4.687500e+00 2.971279e-42 3.416617e-42
2.187500e+00 -4.687500e+00 1.365257e-42 1.598051e-42
2.500000e+00 -4.687500e+00 4.111703e-43 4.956760e-43
2.812500e+00 -4.687500e+00 7.539747e-44 9.379942e-44
3.125000e+00 -4.687500e+00 8.750294e-45 1.091606e-44
3.437500e+00 -4.687500e+00 1.684970e-45 2.160574e-45
3.750000e+00 -4.687500e+00 1.004719e-45 1.426386e-45
4.062500e+00 -4.687500e+00 4.430862e-46 6.395440e-46
4.375000e+00 -4.687500e+00 8.122863e-47 9.867118e-47
4.687500e+00 -4.687500e+00 5.860029e-48 1.057381e-47
5.000000e+00 -4.687500e+00 1.281099e-49 2.487246e-48

-4.687500e+00 -4.375000e+00 3.228293e-50 1.583940e-48
-4.375000e+00 -4.375000e+00 1.053375e-49 6.449121e-48
-4.062500e+00 -4.375000e+00 1.528825e-47 1.402409e-47
-3.750000e+00 -4.375000e+00 7.536532e-46 1.027637e-45
-3.437500e+00 -4.375000e+00 1.300972e-44 1.618130e-44
-3.125000e+00 -4.375000e+00 1.466775e-43 1.676949e-43
-2.812500e+00 -4.375000e+00 1.064468e-42 1.155489e-42
-2.500000e+00 -4.375000e+00 5.025565e-42 5.281556e-42
-2.187500e+00 -4.375000e+00 1.614793e-41 1.666059e-41
-1.875000e+00 -4.375000e+00 3.668531e-41 3.744223e-41
-1.562500e+00 -4.375000e+00 6.098975e-41 6.172609e-41
-1.250000e+00 -4.375000e+00 7.725663e-41 7.791402e-41
-9.375000e-01 -4.375000e+00 7.808039e-41 7.897974e-41
-6.250000e-01 -4.375000e+00 6.689573e-41 6.790232e-41
-3.125000e-01 -4.375000e+00 5.259998e-41 5.325560e-41
0.000000e+00 -4.375000e+00 4.068276e-41 4.100938e-41
3.125000e-01 -4.375000e+00 3.179153e-41 3.204542e-41
6.250000e-01 -4.375000e+00 2.533230e-41 2.554929e-41
9.375000e-01 -4.375000e+00 2.118823e-41 2.128857e-41
1.250000e+00 -4.375000e+00 1.849233e-41 1.857481e-41
1.562500e+00 -4.375000e+00 1.499502e-41 1.516410e-41
1.875000e+00 -4.375000e+00 9.695129e-42 9.908483e-42
2.187500e+00 -4.375000e+00 4.454764e-42 4.645204e-42
2.500000e+00 -4.375000e+00 1.341627e-42 1.447667e-42
2.812500e+00 -4.375000e+00 2.460181e-43 2.753879e-43
3.125000e+00 -4.375000e+00 2.855176e-44 3.237324e-44
3.437500e+00 -4.375000e+00 5.497971e-45 6.316596e-45
3.750000e+00 -4.375000e+00 3.278346e-45 3.915213e-45
4.062500e+00 -4.375000e+00 1.445768e-45 1.711630e-45
4.375000e+00 -4.375000e+00 2.650448e-46 2.572832e-46
4.687500e+00 -4.375000e+00 1.912097e-47 2.213265e-47
5.000000e+00 -4.375000e+00 4.180160e-49 6.276864e-48

-4.687500e+00 -4.062500e+00 4.685410e-48 5.911295e-48
-4.375000e+00 -4.062500e+00 1.528825e-47 1.791174e-47
-4.062500e+00 -4.062500e+00 2.218873e-45 2.175404e-45
-3.750000e+00 -4.062500e+00 1.093821e-43 1.121829e-43
-3.437500e+00 -4.062500e+00 1.888176e-42 1.922935e-42
-3.125000e+00 -4.062500e+00 2.128816e-41 2.153377e-41
-2.812500e+00 -4.062500e+00 1.544924e-40 1.556423e-40
-2.500000e+00 -4.062500e+00 7.293896e-40 7.330045e-40
-2.187500e+00 -4.062500e+00 2.343643e-39 2.351946e-39
-1.875000e+00 -4.062500e+00 5.324354e-39 5.338655e-39
-1.562500e+00 -4.062500e+00 8.851799e-39 8.869636e-39
-1.250000e+00 -4.062500e+00 1.121271e-38 1.123220e-38
-9.375000e-01 -4.062500e+00 1.133226e-38 1.135456e-38
-6.250000e-01 -4.062500e+00 9.708968e-39 9.730532e-39
