  0.00000000   0.99999992   0.00000000   0.99999992   0.00000000
  0.01000000   0.98398458  -0.17685661   0.98398461  -0.17685636
  0.02000000   0.93648586  -0.34786824   0.93648597  -0.34786776
  0.03000000   0.85912552  -0.50739674   0.85912578  -0.50739604
  0.04000000   0.75454023  -0.65020972   0.75454070  -0.65020880
  0.05000000   0.62628493  -0.77166386   0.62628567  -0.77166278
  0.06000000   0.47870305  -0.86786594   0.47870412  -0.86786473
  0.07000000   0.31676863  -0.93580524   0.31677011  -0.93580397
  0.08000000   0.14590679  -0.97345282   0.14590872  -0.97345159
  0.09000000  -0.02820072  -0.97982413  -0.02819830  -0.97982303
  0.10000000  -0.19981714  -0.95500290  -0.19981421  -0.95500206
  0.11000000  -0.36335185  -0.90012612  -0.36334841  -0.90012568
  0.12000000  -0.51355357  -0.81733109  -0.51354967  -0.81733119
  0.13000000  -0.64568843  -0.70966718  -0.64568415  -0.70966797
  0.14000000  -0.75569654  -0.58097630  -0.75569200  -0.58097793
  0.15000000  -0.84032166  -0.43574701  -0.84031701  -0.43574959
  0.16000000  -0.89720978  -0.27894827  -0.89720522  -0.27895189
  0.17000000  -0.92497359  -0.11584945  -0.92496935  -0.11585417
  0.18000000  -0.92322127   0.04816656  -0.92321760   0.04816074
  0.19000000  -0.89254951   0.20779011  -0.89254667   0.20778324
  0.20000000  -0.83450177   0.35796459  -0.83450003   0.35795680
  0.21000000  -0.75149439   0.49405300  -0.75149399   0.49404447
  0.22000000  -0.64671393   0.61198560  -0.64671510   0.61197657
  0.23000000  -0.52399045   0.70838385  -0.52399335   0.70837462
  0.24000000  -0.38765179   0.78065700  -0.38765653   0.78064792
  0.25000000  -0.24236481   0.82706863  -0.24237142   0.82706009
  0.26000000  -0.09296948   0.84677177  -0.09297793   0.84676416
  0.27000000   0.05568795   0.83981244   0.05567780   0.83980616
  0.28000000   0.19891693   0.80710237   0.19890531   0.80709779
  0.29000000   0.33233413   0.75036313   0.33232134   0.75036060
  0.30000000   0.45199961   0.67204442   0.45198603   0.67204421
  0.31000000   0.55453342   0.57522034   0.55451949   0.57522266
  0.32000000   0.63720936   0.46346811   0.63719559   0.46347308
  0.33000000   0.69802343   0.34073399   0.69801033   0.34074161
  0.34000000   0.73573563   0.21119149   0.73572374   0.21120166
  0.35000000   0.74988465   0.07909711   0.74987447   0.07910963
  0.36000000   0.74077604  -0.05135146   0.74076805  -0.05133690
  0.37000000   0.70944536  -0.17614993   0.70943998  -0.17613374
  0.38000000   0.65759839  -0.29161048   0.65759593  -0.29159316
  0.39000000   0.58753152  -0.39446972   0.58753224  -0.39445182
  0.40000000   0.50203578  -0.48197838   0.50203978  -0.48196052
  0.41000000   0.40428827  -0.55197064   0.40429556  -0.55195345
  0.42000000   0.29773537  -0.60291149   0.29774583  -0.60289560
  0.43000000   0.18597181  -0.63392155   0.18598517  -0.63390757
  0.44000000   0.07261981  -0.64477957   0.07263573  -0.64476804
  0.45000000  -0.03878752  -0.63590329  -0.03876953  -0.63589470
  0.46000000  -0.14491521  -0.60831053  -0.14489572  -0.60830525
  0.47000000  -0.24272430  -0.56356231  -0.24270392  -0.56356062
  0.48000000  -0.32955598  -0.50369109  -0.32953541  -0.50369314
  0.49000000  -0.40319995  -0.43111673  -0.40317989  -0.43112253
  0.50000000  -0.46194526  -0.34855374  -0.46192641  -0.34856316
  0.51000000  -0.50461301  -0.25891322  -0.50459602  -0.25892599
  0.52000000  -0.53057046  -0.16520276  -0.53055596  -0.16521850
  0.53000000  -0.53972720  -0.07042782  -0.53971570  -0.07044602
  0.54000000  -0.53251409   0.02250237  -0.53250601   0.02248230
  0.55000000  -0.50984670   0.11086158  -0.50984234   0.11084029
  0.56000000  -0.47307495   0.19218353  -0.47307449   0.19216174
  0.57000000  -0.42392139   0.26432709  -0.42392487   0.26430552
  0.58000000  -0.36441058   0.32552808  -0.36441789   0.32550746
  0.59000000  -0.29679216   0.37443680  -0.29680307   0.37441782
  0.60000000  -0.22346062   0.41014069  -0.22347476   0.41012399
  0.61000000  -0.14687419   0.43217216  -0.14689108   0.43215829
  0.62000000  -0.06947574   0.44050202  -0.06949482   0.44049142
  0.63000000   0.00638206   0.43551951   0.00636145   0.43551253
  0.64000000   0.07850513   0.41800019   0.07848368   0.41799704
  0.65000000   0.14491799   0.38906328   0.14489641   0.38906404
  0.66000000   0.20391398   0.35012042   0.20389299   0.35012501
  0.67000000   0.25409467   0.30281775   0.25407497   0.30282599
  0.68000000   0.29439759   0.24897366   0.29437980   0.24898522
  0.69000000   0.32411209   0.19051424   0.32409677   0.19052870
  0.70000000   0.34288352   0.12940869   0.34287114   0.12942553
  0.71000000   0.35070600   0.06760665   0.35069693   0.06762529
  0.72000000   0.34790481   0.00697939   0.34789928   0.00699916
  0.73000000   0.33510932  -0.05073359   0.33510746  -0.05071334
  0.74000000   0.31321796  -0.10397098   0.31321975  -0.10395094
  0.75000000   0.28335656  -0.15138823   0.28336185  -0.15136904
  0.76000000   0.24683192  -0.19188729   0.24684046  -0.19186956
  0.77000000   0.20508218  -0.22463716   0.20509362  -0.22462143
